Gene	Paper_title	Author	Year	Link	RPKM	Log2FC	P	Shared locus
HIST2H2AA3	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	295.4905865	8.643511772	3.64E-04	
HIST1H2AM	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	34.58000996	8.470065763	1.16E-01	
FAM177B	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	64.19014492	8.366984967	2.30E-05	
HIST1H4K	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	30.17100331	8.35775088	2.10E-03	
HLA-DQA2	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	39.76864761	8.243194556	3.99E-04	
C16orf98	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	24.7192764	8.159014139	5.71E-07	
FCGR3B	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	165.7976526	7.989160941	2.80E-06	
HIST1H3A	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	17.37179654	7.91518562	2.23E-01	
HIST1H2AI	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	11.91385845	7.903118424	7.37E-03	
GPR183	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	246.2328153	7.793703752	1.44E-04	
HIST1H2AD	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	13.93116547	7.792864106	2.32E-01	
HIST1H2BJ	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	50.28612968	7.539744393	1.35E-05	
HIST1H2BE	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	32.08387946	7.502545948	2.11E-01	
HIST1H2BF	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	43.12667601	7.444023949	1.81E-03	
HIST1H3D	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	69.96627654	7.370629442	8.83E-04	
ADRB2	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	223.1224885	7.33735041	3.09E-03	
CIITA	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	299.1610001	7.307454797	8.87E-06	
RGS1	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	2852.169152	7.147336962	2.86E-03	
CEACAM4	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	16.91809959	7.138187352	8.98E-04	
CD69	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	63.52714019	7.072593936	1.55E-03	
IRF8	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	257.9998746	7.042185754	4.13E-05	
HIST1H2AK	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	17.59966595	6.991575356	1.19E-01	
EIF3CL	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	53.16095033	6.95041163	3.40E-08	
TNFSF8	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	13.33908891	6.940443597	2.24E-04	
HIST1H3C	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	15.91692778	6.888109233	3.78E-01	
CX3CR1	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	534.4791739	6.853885276	1.34E-04	
C3	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	2971.248506	6.852553228	4.02E-05	
CD84	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	177.4074302	6.828648952	3.29E-05	
BLNK	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	352.6176873	6.807535855	5.76E-07	
OSM	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	23.57390079	6.791919972	1.52E-02	
PTPRC	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	349.1734096	6.758735706	3.76E-05	
FTH1	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	215.07	-0.41	0.004397255	
TLR1	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	161.2308859	6.746718809	4.11E-05	
FCER1A	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	28.06852417	6.740256096	2.33E-01	
ADAM28	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	623.11627	6.722593596	3.34E-08	
